date,open,high,low,close,volume,changed,changep,adjclose,tradeval,tradevol
2014-08-20,100.44,101.09,99.95,100.57,52699192,0.037,0.04%,92.6332,5302483242.82,219357
2014-08-19,99.41,100.68,99.32,100.53,69399270,1.262,1.38%,92.5964,6948643201.32,298949
2014-08-18,98.49,99.37,97.98,99.16,47572413,1.087,1.20%,91.3345,4706603939.15,220101
2014-08-15,97.90,98.19,96.86,97.98,48951331,0.442,0.49%,90.2476,4780644992.79,234229
2014-08-14,97.33,97.57,96.80,97.50,28115566,0.239,0.27%,89.8055,2736617510.96,165843
2014-08-13,96.15,97.24,96.04,97.24,31866088,1.17,1.32%,89.566,3084781894.84,163989
2014-08-12,96.04,96.88,95.61,95.97,33795352,-0.018,-0.02%,88.3963,3252217226.91,177990
2014-08-11,95.27,96.08,94.8355,95.99,36584844,1.151,1.32%,88.4147,3503159530.22,183309
2014-08-08,94.26,94.82,93.28,94.74,41865193,0.239,0.28%,87.2633,3943303419.40,210713
2014-08-07,94.93,95.95,94.10,94.48,46711179,-0.009,-0.01%,87.0238,4440693522.44,211931
2014-08-06,94.75,95.48,94.71,94.96,38558342,-0.147,-0.17%,87.0331,3665751290.64,176279
2014-08-05,95.36,95.68,94.36,95.12,55932663,-0.431,-0.49%,87.1797,5312677299.43,270600
2014-08-04,96.37,96.58,95.17,95.59,39958144,-0.495,-0.56%,87.6105,3827018213.35,195109
2014-08-01,94.90,96.62,94.81,96.13,48511286,0.486,0.55%,88.1054,4649342510.09,260752
2014-07-31,97.16,97.45,95.33,95.60,56842647,-2.337,-2.60%,87.6197,5464705144.34,276525
2014-07-30,98.44,98.70,97.67,98.15,33010001,-0.211,-0.23%,89.9568,3243523350.34,181169
2014-07-29,99.33,99.44,98.25,98.38,43143095,-0.587,-0.65%,90.1676,4257508379.70,218152
2014-07-28,97.82,99.24,97.55,99.02,55317689,1.236,1.38%,90.7542,5447301167.56,244597
2014-07-25,96.85,97.84,96.64,97.671,43469117,0.587,0.66%,89.5178,4231607737.17,192074
2014-07-24,97.035,97.32,96.42,97.03,45728843,-0.147,-0.16%,88.9303,4431028215.93,205134
2014-07-23,95.42,97.88,95.17,97.19,92917719,2.264,2.61%,89.0769,9015751081.44,393772
